BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,TAGLINE,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
33000000,19.474,269958228,8.0,7494,Ever come across somebody you shouldn't have messed with?,2008,9,43140900,352916391,8
50000000,16.773,87528173,5.8,1113,One Family. Eight Wheels. No brakes.,2006,4,69410000,121506609,6
18000000,13.273,65070412,5.8,156,Let your hair down,2004,1,26526600,95894266,6
14000000,11.77,39673161,6.1,242,No Sleep To Brooklyn!,1991,12,29059800,82349580,6
19000000,14.62,32801173,7.4,1542,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",2002,6,29090900,50221875,7
25000000,17.775,66980456,6.5,3617,Search for truth. Find freedom.,2014,11,29080000,77911666,6
42000000,14.781,60845711,5.4,608,"Mess with me, mess with my mother.",2017,3,47418000,68694807,5
48000000,13.518,20915465,4.2,694,This Ain't No Game.,1993,5,92764800,40421227,4
65000000,12.018,17218080,5.7,578,Danger is his middle name.,1991,5,134920500,35739568,6
60000000,15.468,129181830,6.1,1462,Same Big Family... Even Bigger Adventure.,2005,12,86112000,185401762,6
25000000,19.018,66122026,7.3,2008,An incredible journey moving at the speed of sound,2007,11,33615000,88907676,7
15000000,14.016,123384128,7.0,804,Our Leaders. Ourselves.,2006,9,20823000,171281846,7
32000000,16.413,36733909,6.8,922,The triumph of the human spirit,1993,1,61843200,70991952,7
35000000,12.267,24159934,5.5,872,Leave your baggage behind,2012,2,42164500,29105472,6
85000000,17.264,71485043,7.1,1531,After life there is more. The end is just the beginning.,1998,2,143573500,120745386,7
45000000,20.764,175372502,7.2,2441,Find the joy.,2007,12,60507000,235805866,7
15000000,16.663,47175038,6.6,707,Love doesn't come cheap.,2005,4,21528000,67705614,7
41300000,17.512,106371651,6.4,1186,"In the heart of suburbia, a hit man with heart has just moved in.",2000,2,67224010,173141136,6
20000000,16.169,14880939,6.6,1078,Prove 'em all wrong,2016,3,22866000,17013377,7
51000000,13.512,47231070,5.3,341,There glows the neighborhood,2006,11,70798200,65566171,5
83000000,12.51,59468275,4.7,471,Get ready to rock!,2000,4,135099100,96796511,5
8000000,11.759,16856124,6.2,384,It's her last best chance... is she going to take it?,2002,12,12248800,25808411,6
2500000,13.518,23200000,7.8,1266,Nature just got gangster,2016,3,2858250,26524560,8
110000000,21.07,213719942,7.2,3570,"For some men, the sky was the limit. For him, it was just the beginning.",2004,12,162107000,314959078,7
75000000,13.009,61458982,5.8,843,"George Simmons was prepared to die, but then a funny thing happened.",2009,7,94417500,77370712,6
35000000,15.26,65090821,6.1,718,It's a thin line between love and friendship.,2011,5,43498000,80894872,6
10000000,15.266,13082071,5.2,502,Some fears can't be shut out.,2016,11,11433000,14956731,5
35000000,11.207,96753696,5.5,483,Sit. Stay. Play Dad.,2009,11,44061500,121803227,6
27000000,12.254,179033791,6.4,475,Yesterday They Were Businessmen. Today They're Cowboys. Tomorrow They'll Be Walking Funny.,1991,7,56043900,371620439,6
12250000,15.01,2295423,6.3,581,Fear the man with nothing left to lose.,2014,5,14249200,2670036,6
15000000,14.253,33771174,7.0,442,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,2000,4,24415500,54969339,7
30000000,19.001,160259319,6.3,2349,She's about to find the perfect fit.,2008,10,39219000,209507007,6
12000000,15.11,17768012,5.7,446,"When love ends, madness begins",2017,6,13548000,20060085,6
90000000,14.853,188133322,7.1,5737,"Stop Dreaming, Start Living",2013,12,106226999,222053759,7
5000000,13.056,18529730,4.8,245,"Slay, girls",2019,11,5396000,19997284,5
15000000,12.956,8235661,7.2,1104,Are you now or have you ever been...,2015,10,17184000,9434773,7
36000000,11.748,44350926,6.0,543,Love changes a man. Revenge tears him apart.,2003,4,54255600,66841280,6
10000000,15.509,4596705,7.5,860,Never leave things undone.,2017,6,11290000,5189679,8
20000000,15.895,5359645,7.0,3087,"In a future where freedom is outlawed, outlaws will become heroes.",2002,6,30621999,8206152,7
30000000,15.495,180622424,6.3,987,Sometimes What You're Looking For Is Right Where You Left It.,2002,9,45933000,276550993,6
65000000,13.145,69700000,6.4,598,Nobody ever grows up quite like they imagined.,2000,7,105800500,113450690,6
25000000,15.947,96262212,6.3,1435,What would you hide to protect your family?,2012,12,30117500,115967086,6
6000000,17.494,2122561,6.8,771,They're not there to shop. They're not there to work. They're just there.,1995,10,10975200,3882588,7
65000000,17.242,40002112,5.3,964,Someone is dying for a second chance.,1998,11,109791500,67567567,5
20000000,12.246,16549477,6.8,218,The World is watching,2013,9,23605999,19533347,7
38000000,14.939,117094902,6.9,1936,Life is the most spectacular show on earth.,2011,3,47226400,145525544,7
10000000,12.007,7997774,7.2,288,Life will surprise you,2018,9,11055000,8841539,7
85000000,12.486,100266865,6.4,696,The untold story of the most powerful covert agency in the world.,2006,11,117997000,139190461,6
30000000,20.85,131016624,7.6,2645,Torn apart by betrayal. Separated by war. Bound by love.,2007,7,40338000,176164952,8
25000000,16.235,135330182,7.2,2500,If You Want to be Understood...Listen,2006,8,34705000,187865358,7
22000000,11.238,15400000,6.5,1342,Sometimes your battles choose you.,2013,6,25966599,18176620,6
30000000,11.984,3669465,7.7,825,A little blessing in disguise.,2006,9,41646000,5093951,8
17000000,12.732,30331165,6.5,503,Score!,1998,1,28714700,51232370,6
70000000,10.981,51386477,5.3,621,Attitude meets espionage.,2002,10,107177000,78677834,5
48000000,20.815,77745568,6.6,719,Opposites attract.,1998,6,81076800,131320038,7
23000000,16.73,36642838,6.4,712,"It was just a joke, just for fun.",2001,5,36211200,57690484,6
66000000,16.48,212404396,6.1,1290,The trap is set.,1999,4,109777800,353292231,6
85000000,16.731,183018522,5.9,2555,The Snow White legend comes alive.,2012,3,102399500,220482413,6
30000000,12.126,14460000,6.9,559,Oh Pooh.,2011,4,37284000,17970888,7
12000000,14.472,21133087,6.6,737,In every mind there is a door that should never be opened.,1999,10,19959600,35150663,7
30000000,15.923,76669806,7.5,1542,It begins on the street. It ends here.,2005,1,43056000,110036505,8
43000000,13.871,154749918,6.1,1088,This relationship is going to be a real mother.,2005,5,61713600,222097082,6
35000000,15.972,25871834,5.1,1134,The greatest Superhero movie of all time! (not counting all the others),2008,3,45755500,33822248,5
50000000,12.219,42277365,5.9,875,Snake Is Back.,1996,9,88965000,75224115,6
17000000,10.72,7314027,5.0,202,Imagine a country where more people vote for a pop idol than they do for their next President.,2006,4,23599400,10153332,5
40000000,17.917,128798265,7.2,2132,How far would you go to become someone else?,1999,12,66532000,214230154,7
25000000,17.221,56012642,6.9,844,He's a force of nature.,2012,8,30117500,67478429,7
40000000,17.467,48350205,7.6,2309,"The crazy thing is, you're not crazy.",1999,3,66532000,80420895,8
60000000,16.917,93354918,6.3,1365,Over. Done. Finished. A comedy about love at last glance.,2002,12,91866000,142935714,6
20000000,15.467,109862682,6.2,1187,The Classic Continues,2002,2,30621999,168210752,6
35000000,15.466,81000000,5.6,479,Get ready for mush hour!,2002,1,53588500,124019099,6
20000000,12.218,30426096,6.5,1629,Ally's looking for the best ex of her life.,2011,9,24855999,37813552,6
15000000,9.965,34000000,5.2,163,Ever feel like you don't belong?,2003,10,22606500,51241400,5
11000000,11.214,13276953,6.1,153,Why would the most popular girl in school wear a mask?,2001,1,17318400,20903234,6
6000000,11.164,20000000,5.9,1306,No party gets started until it gets Wilder.,2002,3,9186600,30621999,6
50000000,17.716,120081841,6.7,1885,A True Zoo Story,2011,8,62139999,149237711,7
120000000,20.212,325756637,6.4,1434,The storm is coming.,2000,6,195324000,530234078,6
8000000,14.464,22700000,5.9,686,Terror has evolved.,2008,2,10458400,29675709,6
46000000,15.712,113714830,6.9,3007,A tough cop. A brilliant killer. An unspeakable crime.,2002,5,70430600,174108776,7
40000000,18.21,25804707,6.0,286,This address changes all the rules.,1997,4,69144000,44606016,6
20000000,10.711,20211394,6.5,624,Feelings get you killed.,2008,12,26145999,26422355,6
42000000,13.157,62000000,6.5,539,"Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",1991,6,87179400,128693399,6
65000000,17.208,158851357,5.8,1292,Pardon His French.,2006,10,90233000,220517453,6
32000000,13.707,173398518,6.6,2533,"This holiday, discover your inner elf.",2003,9,48227200,261328906,7
12000000,13.86,96070507,6.9,594,Let the mind games begin.,2012,4,14456400,115736139,7
9000000,13.454,21510851,4.9,278,"This holiday season, the slay ride begins.",2006,12,12493800,29861363,5
12500000,12.955,27206120,5.4,370,The Sisters of Theta Pi Are Dying To Keep a Secret.,2009,9,15736249,34249784,5
35000000,19.205,78269970,6.6,1324,Two sisters divided for the love of a king.,2008,2,45755500,102322331,7
20000000,13.705,32054369,6.3,926,What doesn't kill you... is going to marry your brother.,2010,9,25264000,40491078,6
63000000,13.704,183953723,5.7,799,"Candy, chicks and rock 'n' roll.",2011,3,78296400,228617686,6
22000000,15.702,13405595,6.7,1030,An epic quest. A magical guitar pick. A chance to put the D in Destiny.,2006,11,30540400,18609646,7
15000000,14.155,35485608,6.9,3464,If you ride like lightning you're gonna crash like thunder,2013,3,17704500,41883663,7
10000000,9.951,9950133,6.6,203,How Far Would You Go To Save The Family Business?,2005,8,14352000,14280430,7
13000000,16.202,3012210,5.4,339,The Nightmare is Real.,2011,12,16156399,3743574,5
50000000,14.401,60161391,6.1,773,Is your money making a killing?,2009,3,62944999,75737175,6
14600000,19.447,70906973,7.6,5112,"He’s having the worst day of his life … over, and over …",1993,11,28215960,137034816,8
1500000,14.198,30553395,5.6,770,Terror… in the flesh.,2003,8,2260650,46047021,6
20000000,11.157,25975621,7.1,1013,Love demands everything,2016,2,22866000,29697927,7
20000000,15.954,36606743,6.5,2294,Never underestimate a man with everything to lose.,2015,2,22912000,41936684,6
15000000,19.945,14867514,6.5,631,Don't Hold Back ...Don't Give Up.,2004,10,22105500,21910255,6
10000000,13.705,1710528,5.4,626,Love. Obsession. Betrayal.,2017,3,11290000,1931186,5
12700000,17.7,49196532,5.8,121,The Odds Were 5000 to 1 … One was all They Needed.,2016,7,14519910,56246395,6
50000000,12.943,49718611,6.0,476,Her uptown life gets turned inside out!,2004,5,73685000,73270317,6
13938145,12.45,30169000,6.9,149,We knew this day would come,2016,7,15935481,34492217,7
60000000,13.439,16000000,5.2,190,One Man. One Secret. One Chance in Hell.,1997,5,103716000,27657600,5
25000000,15.389,56422687,6.3,1231,If the signal dies so does she,2004,6,36842500,83150113,6
2000000,15.437,2381087,7.3,1157,The true story of the death of innocence and the birth of an artist.,1995,4,3658400,4355484,7
14000000,15.687,72527595,5.7,763,It Happened To Someone Who Knows Someone You Know... You're Next.,1998,9,23647400,122506360,6
12000000,16.438,84500122,5.3,645,'Twas the Fight Before Christmas...,2006,1,16658400,117303069,5
20000000,12.443,6485961,7.1,368,Believe the impossible.,2015,4,22912000,7430316,7
70000000,13.436,154648887,7.3,1089,The classic musical comes to the big screen for the first time.,2004,8,103159000,227906064,7
20000000,14.583,35739755,6.6,1344,The legend had it coming...,1993,7,38652000,69070650,7
20000000,10.939,3396345,7.3,339,Miracles are made by people who refuse to stop believing.,2014,6,23264000,3950628,7
3000000,11.938,1675381,5.2,126,Let Us Prey.,2013,9,3540899,1977452,5
42000000,17.884,117592831,5.9,770,You'll Never Forget The Ones You Love,2004,9,61895400,173296555,6
26000000,19.333,71868327,7.3,2565,They have a plan... but not a clue.,2000,8,42320200,116980075,7
140000000,15.433,209073645,6.8,3727,Mishaps. Misadventures. Mayhem. Oh Joy.,2004,12,206318000,308111830,7
26000000,13.631,90574188,6.7,2919,They bring you the news so you don't have to get it yourself.,2004,9,38316200,133479180,7
5000000,12.184,10429707,5.6,216,What could go wrong?,2014,3,5816000,12131835,6
47000000,14.728,102825796,5.9,1505,There's no such thing as free cable.,1996,10,83627100,182957938,6
20000000,17.375,61276872,7.7,2893,"Paul Sheldon used to write for a living. Now, he's writing to stay alive.",1990,11,43752000,134049285,8
65000000,15.825,172842355,5.7,795,What's Christmas Fun without some Reindeer Games?,2002,10,99521500,264638929,6
10000000,12.925,16300000,5.4,333,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,2001,1,15744000,25662720,5
11000000,12.174,72778712,6.3,668,Guess who just made number two?,2006,9,15270200,101031407,6
2000000,14.926,7871522,7.7,605,"The film that cost $20,000,000,000,000 to make",2010,8,2526400,9943306,8
22000000,9.174,23530831,6.6,408,The truth is complicated.,2008,8,28760599,30761855,7
29000000,13.181,78636257,5.8,1016,Watch your assets,2016,7,33155700,89904832,6
52000000,15.623,77944725,6.3,1073,Every Second Counts,2005,10,74630400,111866269,6
9800000,20.143,5566776,7.2,1484,Brokeback Wayne,2018,4,10833900,6154070,7
34000000,12.433,23355100,7.3,1134,It's time we knew,2017,7,38386000,26367907,7
12000000,15.125,35931410,6.1,1864,"Some see what's possible, others change what's possible.",2013,8,14163599,42409843,6
17000000,9.43,42487325,5.6,273,Five days together? Oh joy.,2016,11,19436100,48575758,6
15000000,12.421,21156270,6.7,1051,A fairytale like no other.,2006,1,20823000,29369134,7
18339750,15.09,92180910,7.8,2406,"April 1945, a nation awaits its... Downfall",2004,8,27027289,135847007,8
24000000,15.673,12096300,6.7,1700,Based on the shocking true story,2014,5,27916800,14070416,7
70000000,16.416,19870567,5.7,425,"In the worst storm in living memory, one guard stands between five men and three million dollars.",1998,1,118237000,33563374,6
5000000,11.915,20146880,7.0,218,In the Ghettos of Harlem you don't buy respect... you earn it.,1992,1,9955500,40114452,7
80000000,17.668,212874864,6.1,2065,Whatever they dream up... he has to survive.,2008,12,104583999,278291309,6
20000000,14.925,14397593,6.2,871,With law comes disorder,2016,4,22866000,16460768,6
16000000,18.565,119754278,6.1,1236,The greatest college tradition of all.,2000,5,26043200,194924038,6
11000000,18.413,2807854,5.8,496,"Return to the Romance, Return to the Adventure...",1991,2,22832700,5828262,6
70000000,17.165,130358911,7.1,1633,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,2005,12,100464000,187091109,7
16000000,18.112,134582776,7.4,1037,Lose your heart and come to your senses.,1995,12,29267200,246178813,7
3000000,11.911,1829804,5.3,207,"What Ivy wants, Ivy gets.",1992,8,5973300,3643322,5
19201483,13.67,17000172,7.1,257,"When everything changes, the passion comes in",2016,4,21953055,19436296,7
70000000,17.36,113280098,6.6,1948,Trust no one. Deceive everyone.,2008,10,91511000,148091072,7
60000000,15.01,50650079,5.2,948,There's a Whole Other World Going on Inside of Him.,2008,8,78438000,66214848,5
51500000,17.609,56106607,7.4,2062,Every sin leaves a mark.,2007,9,69246900,75440943,7
46000000,16.158,150000000,7.2,1150,Resistance is futile.,1996,11,81847800,266895000,7
12716953,8.908,18814720,6.4,393,Fight first. Apologize later.,1997,1,21982524,32523124,6
15000000,10.908,1914166,5.0,136,Threatening the very limits of common decency.,2004,12,22105500,2820906,5
80000000,15.405,136159423,5.2,781,"Danger, Will Robinson!",1998,3,135128000,229986881,5
